"CÓDIGO SIGEP","NOMBRE DE LA ENTIDAD","NIT","ORDEN","SUBORDEN","REGIÓN PND","CÓDIGO DIVIPOLA DEPARTAMENTO","DEPARTAMENTO","CÓDIGO DIVIPOLA MUNICIPIO","MUNICIPIO","CLASIFICACIÓN ORGÁNICA","SECTOR","NIVEL","TIPO DE VINCULACIÓN","NATURALEZA JURÍDICA","LONGITUD","LATITUD","AÑO","MES","FUENTE","GENERO: HOMBRE","GENERO: MUJER","NIVEL EDUCATIVO: PRIMARIA","NIVEL EDUCATIVO: SECUNDARIA","NIVEL EDUCATIVO: TÉCNICA-TECNOLÓGICA","NIVEL EDUCATIVO: PROFESIONAL","NIVEL EDUCATIVO: ESPECIALIZACIÓN","NIVEL EDUCATIVO: MAESTRÍA","NIVEL EDUCATIVO: DOCTORADO","NIVEL EDUCATIVO: SIN DATOS","EDAD: MENOR O IGUAL A 29","EDAD: 30-39","EDAD: 40-49","EDAD: 50-62","EDAD: 63 Y MAS","EXPERIENCIA LABORAL: MENOR A 1 AÑO","EXPERIENCIA LABORAL: DE 1 A 10 AÑOS","EXPERIENCIA LABORAL: DE 11 A 20 AÑOS","EXPERIENCIA LABORAL: DE 21 A 30 AÑOS","EXPERIENCIA LABORAL: DE 31 A 40 AÑOS","EXPERIENCIA LABORAL: MAYOR A 40 AÑOS","EXPERIENCIA LABORAL: SIN DATOS","SALARIO MENSUAL PROMEDIO"
"8049","INSTITUTO DISTRITAL DE LAS ARTES","900413030","TERRITORIAL",,,,,,,"DISTRITAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","5,422,230,000,000"
"8051","EMPRESA CONSTRUCTORA DE VIVIENDA DE TUNJA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","3","2","0","1","0","0","0","0","0","0","0","0","4","0","1","0","1","2","1","1","0","0","4,259,035,600,000"
"8055","INSTITUTO DE CULTURA Y PATRIMONIO DE ANTIOQUIA","900425129","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","28","15","0","8","0","11","0","0","2","0","0","4","13","21","5","1","8","19","3","5","7","0","4,100,707,372,093"
"8057","INSTITUCION UNIVERSITARIA DE BARRANQUILLA","802011065","TERRITORIAL",,,,,,,"DISTRITAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","13","17","0","3","0","4","0","0","1","0","0","4","15","7","4","0","6","11","7","2","4","0","4,035,962,800,000"
"8059","INSTITUTO SUPERIOR DE EDUCACION RURAL PAMPLONA NORTE DE SANTANDER","890501578","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","5","17","0","1","0","3","0","0","1","3","0","3","13","6","0","6","7","6","3","0","0","5","3,221,239,545,454"
"8061","UNIDAD ADMINISTRATIVA ESPECIAL DE RENTAS Y GESTION TRIBUTARIA DE CUNDINAMARCA","NULL","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","5","1","0","1","0","0","0","0","0","5","0","1","1","3","1","5","0","1","0","0","0","5","870,448,000,000"
"8062","UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS","NULL","NACIONAL",,,,,,,"NO APLICA","AGROPECUARIO PESQUERO Y DE DESARROLLO RURAL","DESCENTRALIZADO","ADSCRITAS","UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","196","297","0","25","0","107","0","0","2","0","25","153","225","82","8","3","220","222","32","8","8","0","3,623,532,111,561"
"8067","CONCEJO DE MOCOA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","2,300,000,000,000"
"8068","ALCALDIA DE MOCOA","800102891","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","33","29","0","4","0","24","0","0","0","7","5","22","19","12","4","18","27","11","6","0","0","9","2,053,841,435,483"
"8069","ASAMBLEA DEPARTAMENTAL DE QUINDIO","NULL","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","NO APLICA","NO APLICA","ASAMBLEA DEPARTAMENTAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","8","3","0","2","0","4","0","0","0","0","0","6","1","4","0","1","6","4","0","0","0","1","0"
"8073","EMPRESA SOCIAL DEL ESTADO CEPITA","804015655","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","3,244,382,000,000"
"8079","INSTITUTO DE TRANSITO Y TRANSPORTE DE PITALITO","900522279","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","22","13","0","11","0","10","0","0","0","1","2","13","12","7","1","1","14","20","0","0","0","1","2,066,050,000,000"
"8082","INSTITUTO MUNICIPAL DE EDUCACION PARA EL TRABAJO Y DESARROLLO HUMANO","900586342","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","3","4","0","0","0","1","0","0","0","0","0","1","2","3","1","1","1","3","1","1","0","0","3,585,007,428,571"
"8084","EMPRESA FERREA REGIONAL","900403616","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","SOCIEDADES PUBLICAS POR ACCIONES",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","20","39","0","2","0","7","0","0","1","0","7","18","24","10","0","2","30","24","3","0","0","0","6,442,509,762,711"
"8085","HOSPITAL DEPARTAMENTAL PSIQUIATRICO UNIVERSITARIO DEL VALLE","890304155","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","89","130","2","77","0","23","0","0","1","51","12","33","71","89","14","64","31","64","28","25","7","57","3,760,980,315,151"
"8087","INSTITUTO CULTURA, TURISMO, RECREACION Y DEPORTE DE NILO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","5","0","0","0","0","1","0","0","0","3","0","1","3","1","0","3","1","1","0","0","0","3","2,062,877,200,000"
"8088","INSTITUTO FINANCIERO PARA EL DESARROLLO DEL VALLE DEL CAUCA","890308051","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","22","17","0","7","0","7","0","0","0","0","0","6","5","21","7","0","10","11","10","5","3","0","0"
"8101","SECRETARIA JURIDICA DISTRITAL","899999061","TERRITORIAL",,,,,,,"DISTRITAL","NO APLICA","CENTRAL","ADSCRITAS","SECRETARIA DE DESPACHO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","5,000,000,000,000"
"8108","ASAMBLEA DEPARTAMENTAL DE CAQUETA","828002531","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","NO APLICA","NO APLICA","ASAMBLEA DEPARTAMENTAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","3","0","1","0","0","0","0","0","1","0","0","1","1","2","0","0","1","2","0","1","0","2,589,181,750,000"
"8110","DIRECCION NACIONAL DE BOMBEROS","900639630","NACIONAL",,,,,,,"NO APLICA","INTERIOR","DESCENTRALIZADO","ADSCRITAS","UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","12","10","0","1","0","8","0","0","1","0","1","5","10","5","1","3","10","6","2","1","0","0","6,835,156,363,636"
"8112","UNIDAD ADMINISTRATIVA ESPECIAL DEL SERVICIO PUBLICO DE EMPLEO","900678508","NACIONAL",,,,,,,"NO APLICA","TRABAJO","DESCENTRALIZADO","ADSCRITAS","UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","27","35","0","0","0","13","0","0","1","0","2","17","26","16","1","6","20","28","7","1","0","0","6,873,017,032,258"
"8114","DIRECCIÓN DE VETERANOS Y REHABÍLÍTACIÓN INCLUSIVA","900894833","NACIONAL",,,,,,,"NO APLICA","DEFENSA","NO APLICA","ADSCRITAS","ESPECIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","43","72","0","13","0","25","0","0","0","0","11","26","44","32","2","1","53","39","16","4","2","0","2,476,615,495,652"
"8115","AGENCIA DE RENOVACION DEL TERRITORIO","901006886","NACIONAL",,,,,,,"NO APLICA","PRESIDENCIA DE LA REPÚBLICA","DESCENTRALIZADO","ADSCRITAS","AGENCIA ESTATAL DE NATURALEZA ESPECIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","148","143","0","7","0","47","0","0","3","0","4","67","109","98","13","9","97","116","44","18","7","1","5,809,213,642,611"
"8116","AGENCIA NACIONAL DE TIERRAS","900948953","NACIONAL",,,,,,,"NO APLICA","AGROPECUARIO PESQUERO Y DE DESARROLLO RURAL","DESCENTRALIZADO","ADSCRITAS","AGENCIA ESTATAL DE NATURALEZA ESPECIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","95","104","0","10","0","39","0","0","4","0","11","64","52","47","25","1","102","47","24","18","7","0","5,309,022,562,814"
"8117","AGENCIA DE DESARROLLO RURAL","900948958","NACIONAL",,,,,,,"NO APLICA","AGROPECUARIO PESQUERO Y DE DESARROLLO RURAL","DESCENTRALIZADO","ADSCRITAS","AGENCIA ESTATAL DE NATURALEZA ESPECIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","43","39","0","3","0","13","0","0","0","0","1","17","24","27","13","3","29","22","13","9","6","0","5,646,006,500,000"
"8176","ADMINISTRADORA DE LOS RECURSOS DEL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD","901037916","NACIONAL",,,,,,,"NO APLICA","SALUD Y PROTECCIÓN SOCIAL","DESCENTRALIZADO","ADSCRITAS","ESPECIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","101","103","0","5","0","14","0","0","0","0","5","54","91","44","10","1","110","69","21","3","0","0","5,363,548,676,470"
"8180","SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR","NULL","TERRITORIAL",,,,,,,"DISTRITAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","2","0","0","0","0","5,000,000,000,000"
"8182","SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE","900971006","TERRITORIAL",,,,,,,"DISTRITAL","NO APLICA","DESCENTRALIZADO","NO APLICA","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","12,274,085,000,000"
"8184","CONCEJO DE ARGELIA -- ARGELIA, ANTIOQUIA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1,361,217,000,000"
"8185","PERSONERIA DE SAN RAFAEL","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","1","0","0","0","0","0","0","0","2","0","0","0","1","1","2","0","0","0","0","0","2","2,425,645,500,000"
"8188","PERSONERIA DE CIENEGA","900278850","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1,025,000,000,000"
"8189","PERSONERIA DE BELEN","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","2","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0"
"8191","EMPRESA DE ASEO Y SERVICIOS PÚBLICOS DE SUPIA S.A. E.S.P","900525416","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","2,626,178,000,000"
"8195","REGION ADMINISTRATIVA Y DE PLANEACION ESPECIAL","900788066","TERRITORIAL",,,,,,,"ORGANIZACIÓN TERRITORIAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","REGIÓN ADMINISTRATIVA Y DE PLANIFICACIÓN ESPECIAL  RAPE",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","6","16","0","0","0","2","0","0","0","0","1","4","10","7","0","0","5","10","6","1","0","0","6,279,189,590,909"
"8196","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE GUATAVITA","NULL","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","2","0","0","0","0","0","0","0","1","0","1","1","0","0","2","0","0","0","0","0","1","1,643,683,000,000"
"8197","EMPRESA DE SERVICIOS PUBLICOS DEL MUNICIPIO VILLA DE SAN DIEGO DE UBATE","NULL","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","6","3","0","1","0","3","0","0","0","0","1","5","3","0","0","0","6","3","0","0","0","0","0"
"8198","EMPRESA DE SERVICIOS PUBLICOS AGUAS DE BELTRAN","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","2,455,250,000,000"
"8202","CAFUCHES ESP DOMICILIARIOS DE SAN MARTIN DE LOS LLANOS S.A","900636529","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","12","14","2","18","0","4","0","0","0","1","2","6","11","6","1","9","12","5","0","0","0","1","1,480,863,961,538"
"8208","EMPRESA DE SERVICIOS PUBLICOS AGUAS DE COLOSO S.A.","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","0","0","0","0","2","0","0","0","0","0","0","2","0","0","1","0","1","0","0","0","0","2,107,498,500,000"
"8213","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO MAQUINAS Y  SERVICIOS VIALES DEL MUNICIPIO DE TIBU","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","1","0","0","0","0","0","0","0","2","0","1","1","0","0","2","0","0","0","0","0","2","2,132,525,000,000"
"8214","CENTRO DE SALUD SAN BLAS","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","4","0","0","0","1","0","0","0","2","2","1","2","0","0","2","2","1","0","0","0","2","1,721,984,200,000"
"8216","MUSEO CASA DE LA MEMORIA","900857221","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","4","2","0","0","0","0","0","0","1","0","0","3","2","1","0","0","2","3","0","0","1","0","11,212,550,666,666"
"8219","EMPRESA DEPARTAMENTAL DE SERVICIOS PUBLICOS DE ARAUCA","900662494","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","6","0","1","0","1","0","0","0","0","0","3","4","1","0","0","5","3","0","0","0","0","3,801,354,375,000"
"8222","EMPRESA DE RENOVACION URBANA DE LA DORADA Y MAGDALENA CENTRO","810004704","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","40","0","0","9","0","0","0","0","0","29","6","11","4","17","2","36","3","1","0","0","0","10","5,490,837,000,000"
"8230","EMPRESA DE SERVICIOS PUBLICOS DE ALCANTARRILADO Y ACUEDUCTO DEL MUNICIPIO DE RICAURTE CUNDINAMARCA","900639486","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","11","4","3","5","0","2","0","0","0","2","3","7","2","3","0","3","6","2","3","1","0","0","1,940,337,800,000"
"8233","AGENCIA PARA LA COOPERACION INTERNACIONAL DE MEDELLIN - ACI","811036423","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","ENTIDAD DESCENTRALIZADA INDIRECTA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","1","0","1","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","0","0","0","7,462,914,000,000"
"8239","SECRETARIA DISTRITAL DE SEGURIDAD, CONVIVENCIA Y JUSTICIA","NULL","TERRITORIAL",,,,,,,"DISTRITAL","NO APLICA","CENTRAL","ADSCRITAS","SECRETARIA DE DESPACHO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","2","0","0","0","0","0","0","5,816,923,000,000"
"8245","CONTRALORIA MUNICIPAL DE SINCELEJO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONTRALORÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","6","9","0","0","0","4","0","0","0","0","0","5","6","4","0","1","9","4","1","0","0","0","2,634,387,466,666"
"8246","EMPRESAS PUBLICAS MUNICIPALES EMPRESA DE SERVICIOS PUBLICOS DE SAN PELAYO - CORDOBA.","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","1","0","0","0","2","0","0","0","1","1","0","0","2","0","1","1","0","1","0","0","1","0"
"8249","INSTITUTO MUNICIPAL DE DEPORTES Y RECREACION DEL GUAMO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1,350,000,000,000"
"8250","EMPRESA DE SERVICIOS PUBLICOS DE FALAN S.A.S .","900644895","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","2,400,000,000,000"
"8260","INSTITUTO MUNICIPAL DE CULTURA DE RESTREPO META","901041055","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","5","1","1","0","3","0","0","0","0","0","1","2","2","2","0","4","0","2","1","0","0","1,986,072,500,000"
"8261","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE PUERTO TRIUNFO S.A.","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","3","1","0","3","0","0","0","0","0","1","1","1","0","2","0","1","3","0","0","0","0","1","2,179,425,000,000"
"8262","EMPRESA DE SERVICIOS PUBLICOS HONDA TRIPLE A SAS","900981399","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","6","0","0","0","4","0","0","0","0","1","2","2","2","0","2","4","1","0","0","0","0","4,353,917,000,000"
"8264","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO CEIBA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","3","2","0","0","0","2","0","0","0","0","0","0","4","1","0","0","5","0","0","0","0","0","4,154,435,400,000"
"8268","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE GIRALDO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","4","1","0","0","0","0","0","0","0","5","2","1","2","0","0","5","0","0","0","0","0","5","887,369,800,000"
"8269","AGUAS LA CRISTALINA S.A. ESP","900324202","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","14","7","0","3","0","7","0","0","0","6","6","6","6","3","0","9","10","2","0","0","0","6","3,494,235,000,000"
"8270","PARQUE TEMÁTICO DE FLORA Y FAUNA DE PEREIRA S.A.S","900811423","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","3","0","0","0","0","0","0","0","1","1","0","2","0","0","2","0","0","1","0","0","1","9,112,000,000,000"
"8272","INSTITUTO PARA EL DESARROLLO DEL CESAR","NULL","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","3","5","0","2","0","3","0","0","0","0","0","1","3","3","1","2","1","4","0","0","1","1","4,120,735,000,000"
"8281","EMPRESA DE SERVICOS PUBLICOS DE CAÑASGORDAS ANTIOQUIA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS - MIXTAS",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","12","8","4","4","0","1","0","0","0","9","1","4","6","8","1","3","16","1","0","0","0","1","1,811,608,950,000"
"8282","EMPRESA DE SOCIAL DEL ESTADO HOSPITAL DE LA VEGA","900807482","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","10,422,879,000,000"
"8287","INSTITUTO DE CULTURA, DEPORTES, LA EDUCACION FISICA Y LA RECREACION DEL DEPARTAMENTO DEL PUTUMAYO","NULL","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","2,889,000,000,000"
"8291","PERSONERIA DE NOROSI","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","1","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","0","0","0","0","1","2,733,902,500,000"
